2025-10-13 17:58:29 | INFO     | __main__ | 🎮 Starting Sokoban game application...
2025-10-13 17:59:53 | INFO     | __main__ | Player moved up successfully
2025-10-13 17:59:54 | INFO     | log.logger | 🎮 Player action: moved from Position(3, 5) to Position(3, 6)
2025-10-13 17:59:54 | INFO     | log.logger | ⏱️  move_player executed in 0.89ms
2025-10-13 17:59:54 | INFO     | __main__ | Player moved down successfully
2025-10-13 17:59:54 | INFO     | log.logger | 🎮 Player action: moved from Position(3, 6) to Position(2, 6)
2025-10-13 17:59:54 | INFO     | log.logger | ⏱️  move_player executed in 0.81ms
2025-10-13 17:59:54 | INFO     | __main__ | Player moved left successfully
2025-10-13 17:59:55 | INFO     | log.logger | 🎮 Player action: moved from Position(2, 6) to Position(3, 6)
2025-10-13 17:59:55 | INFO     | log.logger | ⏱️  move_player executed in 1.44ms
2025-10-13 17:59:55 | INFO     | __main__ | Player moved right successfully
2025-10-13 17:59:56 | INFO     | log.logger | 🎮 Player action: moved from Position(3, 6) to Position(4, 6)
2025-10-13 17:59:56 | INFO     | log.logger | ⏱️  move_player executed in 1.20ms
2025-10-13 17:59:56 | INFO     | __main__ | Player moved right successfully
2025-10-13 17:59:57 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 6) to Position(5, 6)
2025-10-13 17:59:57 | INFO     | log.logger | ⏱️  move_player executed in 0.87ms
2025-10-13 17:59:57 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:00:03 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 6) to Position(4, 6)
2025-10-13 18:00:03 | INFO     | log.logger | ⏱️  move_player executed in 1.38ms
2025-10-13 18:00:03 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:00:04 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 6) to Position(3, 6)
2025-10-13 18:00:04 | INFO     | log.logger | ⏱️  move_player executed in 0.90ms
2025-10-13 18:00:04 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:00:04 | INFO     | log.logger | 🎮 Player action: moved from Position(3, 6) to Position(2, 6)
2025-10-13 18:00:04 | INFO     | log.logger | ⏱️  move_player executed in 0.70ms
2025-10-13 18:00:04 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:00:08 | INFO     | log.logger | ⏱️  move_player executed in 0.44ms
2025-10-13 18:00:08 | WARNING  | __main__ | Player could not move up
2025-10-13 18:00:09 | INFO     | log.logger | 🎮 Player action: moved from Position(2, 6) to Position(2, 7)
2025-10-13 18:00:09 | INFO     | log.logger | ⏱️  move_player executed in 1.50ms
2025-10-13 18:00:09 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:00:10 | INFO     | log.logger | 🎮 Player action: moved from Position(2, 7) to Position(1, 7)
2025-10-13 18:00:10 | INFO     | log.logger | ⏱️  move_player executed in 0.77ms
2025-10-13 18:00:10 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:00:10 | INFO     | log.logger | 🎮 Player action: moved from Position(1, 7) to Position(1, 6)
2025-10-13 18:00:10 | INFO     | log.logger | ⏱️  move_player executed in 0.97ms
2025-10-13 18:00:10 | INFO     | __main__ | Player moved up successfully
2025-10-13 18:00:11 | INFO     | log.logger | 🎮 Player action: moved from Position(1, 6) to Position(1, 5)
2025-10-13 18:00:11 | INFO     | log.logger | ⏱️  move_player executed in 1.39ms
2025-10-13 18:00:11 | INFO     | __main__ | Player moved up successfully
2025-10-13 18:00:12 | INFO     | log.logger | 🚀 Calling push_box()
2025-10-13 18:00:12 | INFO     | log.logger | 🎮 Player action: pushed box (total pushes: 2)
2025-10-13 18:00:12 | INFO     | log.logger | ✅ push_box completed successfully
2025-10-13 18:00:12 | INFO     | log.logger | 🎮 Player action: moved from Position(1, 5) to Position(2, 5)
2025-10-13 18:00:12 | INFO     | log.logger | ⏱️  move_player executed in 2.97ms
2025-10-13 18:00:12 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:00:16 | INFO     | log.logger | 🚀 Calling __init__(Position(2, 3))
2025-10-13 18:00:16 | INFO     | Entities.box | 📦 Creating box at Position(2, 3)
2025-10-13 18:00:16 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:00:16 | INFO     | log.logger | 🚀 Calling __init__(Position(2, 5))
2025-10-13 18:00:16 | INFO     | Entities.box | 📦 Creating box at Position(2, 5)
2025-10-13 18:00:16 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:00:16 | INFO     | log.logger | 🚀 Calling __init__(Position(4, 5))
2025-10-13 18:00:16 | INFO     | Entities.box | 📦 Creating box at Position(4, 5)
2025-10-13 18:00:16 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:00:16 | INFO     | log.logger | 🚀 Calling __init__(Position(3, 6))
2025-10-13 18:00:16 | INFO     | Entities.character | 👤 Creating player at Position(3, 6)
2025-10-13 18:00:16 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:00:16 | INFO     | log.logger | 🚀 Calling __init__(Position(3, 7))
2025-10-13 18:00:16 | INFO     | Entities.box | 📦 Creating box at Position(3, 7)
2025-10-13 18:00:16 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:00:16 | INFO     | Entities.character | 🔄 Player stats reset: moves 0->0, pushes 0->0
2025-10-13 18:00:32 | INFO     | log.logger | 🚀 Calling __init__(10, 10, 3)
2025-10-13 18:00:32 | INFO     | levels.level | 🎲 Creating level generator: 10x10 with 3 boxes
2025-10-13 18:00:32 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:00:32 | INFO     | levels.level | 🔧 Starting level generation process
2025-10-13 18:00:32 | ERROR    | log.logger | 💥 Level generation failed: TypeError: unhashable type: 'Node'
2025-10-13 18:00:32 | INFO     | log.logger | ⏱️  generate_paths executed in 2.12ms
2025-10-13 18:00:32 | INFO     | log.logger | 🚀 Calling __init__(9, 9, 4)
2025-10-13 18:00:32 | INFO     | levels.level | 🎲 Creating level generator: 9x9 with 4 boxes
2025-10-13 18:00:32 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:00:32 | INFO     | levels.level | 🔧 Starting level generation process
2025-10-13 18:00:32 | ERROR    | log.logger | 💥 Level generation failed: TypeError: unhashable type: 'Node'
2025-10-13 18:00:32 | INFO     | log.logger | ⏱️  generate_paths executed in 1.50ms
2025-10-13 18:17:36 | INFO     | log.logger | 🚀 Calling __init__(10, 10, 3)
2025-10-13 18:17:36 | INFO     | levels.level | 🎲 Creating level generator: 10x10 with 3 boxes
2025-10-13 18:17:36 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:17:36 | INFO     | levels.level | 🔧 Starting level generation process
2025-10-13 18:17:36 | ERROR    | log.logger | 💥 Level generation failed: TypeError: unhashable type: 'Node'
2025-10-13 18:17:36 | INFO     | log.logger | ⏱️  generate_paths executed in 2.33ms
2025-10-13 18:17:36 | INFO     | log.logger | 🚀 Calling __init__(9, 9, 4)
2025-10-13 18:17:36 | INFO     | levels.level | 🎲 Creating level generator: 9x9 with 4 boxes
2025-10-13 18:17:36 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:17:36 | INFO     | levels.level | 🔧 Starting level generation process
2025-10-13 18:17:36 | ERROR    | log.logger | 💥 Level generation failed: TypeError: unhashable type: 'Node'
2025-10-13 18:17:36 | INFO     | log.logger | ⏱️  generate_paths executed in 1.78ms
2025-10-13 18:27:33 | INFO     | levels.level | 🏗️ Generating simple fallback level...
2025-10-13 18:27:33 | ERROR    | log.logger | 💥 generate_sokoban_level failed after 0.00ms: generate_sokoban_level() got an unexpected keyword argument 'optimize'
2025-10-13 18:27:33 | INFO     | levels.level | 🎲 Generation attempt 1/5
2025-10-13 18:27:33 | INFO     | log.logger | 🚀 Calling __init__(4)
2025-10-13 18:27:33 | INFO     | levels.level | 🎲 Creating procedural level generator with 4 crates
2025-10-13 18:27:33 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:27:33 | INFO     | levels.level | 🏗️ Generating level with template placement...
2025-10-13 18:27:33 | INFO     | log.logger | ⏱️  generate_sokoban_level executed in 3.94ms
2025-10-13 18:27:49 | INFO     | __main__ | 🎮 Starting Sokoban game application...
2025-10-13 18:27:49 | INFO     | __main__ | 📁 Loading Level 1 from levels.txt...
2025-10-13 18:27:49 | INFO     | __main__ | Initializing GameMapWidget with level size 10x4
2025-10-13 18:27:49 | INFO     | log.logger | 🚀 Calling __init__(['####', '#  ###', '#    #', '# $  #', '### ###', '# $ $ #', '#..@..#', '#  $  #', '###  ##', '  ####'])
2025-10-13 18:27:49 | INFO     | game_manager | 🗺️  Initializing game map with 10 rows
2025-10-13 18:27:49 | INFO     | log.logger | 🚀 Calling __init__(Position(2, 3))
2025-10-13 18:27:49 | INFO     | Entities.box | 📦 Creating box at Position(2, 3)
2025-10-13 18:27:49 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:27:49 | INFO     | log.logger | 🚀 Calling __init__(Position(2, 5))
2025-10-13 18:27:49 | INFO     | Entities.box | 📦 Creating box at Position(2, 5)
2025-10-13 18:27:49 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:27:49 | INFO     | log.logger | 🚀 Calling __init__(Position(4, 5))
2025-10-13 18:27:49 | INFO     | Entities.box | 📦 Creating box at Position(4, 5)
2025-10-13 18:27:49 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:27:49 | INFO     | log.logger | 🚀 Calling __init__(Position(3, 6))
2025-10-13 18:27:49 | INFO     | Entities.character | 👤 Creating player at Position(3, 6)
2025-10-13 18:27:49 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:27:49 | INFO     | log.logger | 🚀 Calling __init__(Position(3, 7))
2025-10-13 18:27:49 | INFO     | Entities.box | 📦 Creating box at Position(3, 7)
2025-10-13 18:27:49 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:27:49 | INFO     | log.logger | ℹ️  Game map initialized: 7x10, entities: 63
2025-10-13 18:27:49 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:27:49 | INFO     | __main__ | GameMapWidget initialization complete
2025-10-13 18:29:39 | INFO     | levels.level | 🎲 Generation attempt 1/5
2025-10-13 18:29:39 | INFO     | log.logger | 🚀 Calling __init__(4)
2025-10-13 18:29:39 | INFO     | levels.level | 🎲 Creating procedural level generator with 4 crates
2025-10-13 18:29:39 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:29:39 | INFO     | levels.level | 🏗️ Generating level with template placement...
2025-10-13 18:29:39 | INFO     | log.logger | ⏱️  generate_sokoban_level executed in 3.54ms
2025-10-13 18:30:19 | INFO     | __main__ | 🎮 Starting Sokoban game application...
2025-10-13 18:30:19 | INFO     | __main__ | 📁 Loading Level 1 from levels.txt...
2025-10-13 18:30:19 | INFO     | __main__ | Initializing GameMapWidget with level size 10x4
2025-10-13 18:30:19 | INFO     | log.logger | 🚀 Calling __init__(['####', '#  ###', '#    #', '# $  #', '### ###', '# $ $ #', '#..@..#', '#  $  #', '###  ##', '  ####'])
2025-10-13 18:30:19 | INFO     | game_manager | 🗺️  Initializing game map with 10 rows
2025-10-13 18:30:19 | INFO     | log.logger | 🚀 Calling __init__(Position(2, 3))
2025-10-13 18:30:19 | INFO     | Entities.box | 📦 Creating box at Position(2, 3)
2025-10-13 18:30:19 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:30:19 | INFO     | log.logger | 🚀 Calling __init__(Position(2, 5))
2025-10-13 18:30:19 | INFO     | Entities.box | 📦 Creating box at Position(2, 5)
2025-10-13 18:30:19 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:30:19 | INFO     | log.logger | 🚀 Calling __init__(Position(4, 5))
2025-10-13 18:30:19 | INFO     | Entities.box | 📦 Creating box at Position(4, 5)
2025-10-13 18:30:19 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:30:19 | INFO     | log.logger | 🚀 Calling __init__(Position(3, 6))
2025-10-13 18:30:19 | INFO     | Entities.character | 👤 Creating player at Position(3, 6)
2025-10-13 18:30:19 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:30:19 | INFO     | log.logger | 🚀 Calling __init__(Position(3, 7))
2025-10-13 18:30:19 | INFO     | Entities.box | 📦 Creating box at Position(3, 7)
2025-10-13 18:30:19 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:30:19 | INFO     | log.logger | ℹ️  Game map initialized: 7x10, entities: 63
2025-10-13 18:30:19 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:30:19 | INFO     | __main__ | GameMapWidget initialization complete
2025-10-13 18:34:20 | INFO     | __main__ | 🎮 Starting Sokoban game application...
2025-10-13 18:34:20 | INFO     | __main__ | 🎲 Generating new level with procedural generator...
2025-10-13 18:34:20 | INFO     | levels.level | 🎲 Generation attempt 1/5
2025-10-13 18:34:20 | INFO     | log.logger | 🚀 Calling __init__(3)
2025-10-13 18:34:20 | INFO     | levels.level | 🎲 Creating procedural level generator with 3 crates
2025-10-13 18:34:20 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:34:20 | INFO     | levels.level | 🏗️ Generating level with template placement...
2025-10-13 18:34:20 | INFO     | log.logger | ⏱️  generate_sokoban_level executed in 4.67ms
2025-10-13 18:34:20 | INFO     | __main__ | Initializing GameMapWidget with level size 14x14
2025-10-13 18:34:20 | INFO     | log.logger | 🚀 Calling __init__(['##############', '##  #    #   #', '##  #    #   #', '##     #### ##', '#.     #    ##', '#      #    ##', '## #@  # #  ##', '#  # . $    ##', '#           ##', '##$    # ## ##', '##      .  $ #', '#            #', '#     #   ####', '##############'])
2025-10-13 18:34:20 | INFO     | game_manager | 🗺️  Initializing game map with 14 rows
2025-10-13 18:34:20 | INFO     | log.logger | 🚀 Calling __init__(Position(4, 6))
2025-10-13 18:34:20 | INFO     | Entities.character | 👤 Creating player at Position(4, 6)
2025-10-13 18:34:20 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:34:20 | INFO     | log.logger | 🚀 Calling __init__(Position(7, 7))
2025-10-13 18:34:20 | INFO     | Entities.box | 📦 Creating box at Position(7, 7)
2025-10-13 18:34:20 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:34:20 | INFO     | log.logger | 🚀 Calling __init__(Position(2, 9))
2025-10-13 18:34:20 | INFO     | Entities.box | 📦 Creating box at Position(2, 9)
2025-10-13 18:34:20 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:34:20 | INFO     | log.logger | 🚀 Calling __init__(Position(11, 10))
2025-10-13 18:34:20 | INFO     | Entities.box | 📦 Creating box at Position(11, 10)
2025-10-13 18:34:20 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:34:20 | INFO     | log.logger | ℹ️  Game map initialized: 14x14, entities: 196
2025-10-13 18:34:20 | INFO     | log.logger | ✅ __init__ completed successfully
2025-10-13 18:34:20 | INFO     | __main__ | GameMapWidget initialization complete
2025-10-13 18:34:29 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 6) to Position(4, 7)
2025-10-13 18:34:29 | INFO     | log.logger | ⏱️  move_player executed in 0.91ms
2025-10-13 18:34:29 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:34:31 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 7) to Position(5, 7)
2025-10-13 18:34:31 | INFO     | log.logger | ⏱️  move_player executed in 1.39ms
2025-10-13 18:34:31 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:34:33 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 7) to Position(5, 8)
2025-10-13 18:34:33 | INFO     | log.logger | ⏱️  move_player executed in 0.82ms
2025-10-13 18:34:33 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:34:34 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 8) to Position(5, 7)
2025-10-13 18:34:34 | INFO     | log.logger | ⏱️  move_player executed in 1.09ms
2025-10-13 18:34:34 | INFO     | __main__ | Player moved up successfully
2025-10-13 18:34:35 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 7) to Position(5, 6)
2025-10-13 18:34:35 | INFO     | log.logger | ⏱️  move_player executed in 0.91ms
2025-10-13 18:34:35 | INFO     | __main__ | Player moved up successfully
2025-10-13 18:34:35 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 6) to Position(5, 5)
2025-10-13 18:34:35 | INFO     | log.logger | ⏱️  move_player executed in 0.64ms
2025-10-13 18:34:35 | INFO     | __main__ | Player moved up successfully
2025-10-13 18:34:36 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 5) to Position(5, 4)
2025-10-13 18:34:36 | INFO     | log.logger | ⏱️  move_player executed in 0.82ms
2025-10-13 18:34:36 | INFO     | __main__ | Player moved up successfully
2025-10-13 18:34:36 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 4) to Position(4, 4)
2025-10-13 18:34:36 | INFO     | log.logger | ⏱️  move_player executed in 0.78ms
2025-10-13 18:34:36 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:34:36 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 4) to Position(3, 4)
2025-10-13 18:34:36 | INFO     | log.logger | ⏱️  move_player executed in 0.77ms
2025-10-13 18:34:36 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:34:37 | INFO     | log.logger | 🎮 Player action: moved from Position(3, 4) to Position(2, 4)
2025-10-13 18:34:37 | INFO     | log.logger | ⏱️  move_player executed in 0.83ms
2025-10-13 18:34:37 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:34:37 | INFO     | log.logger | 🎮 Player action: moved from Position(2, 4) to Position(1, 4)
2025-10-13 18:34:37 | INFO     | log.logger | ⏱️  move_player executed in 0.70ms
2025-10-13 18:34:37 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:34:37 | INFO     | log.logger | 🎮 Player action: moved from Position(1, 4) to Position(2, 4)
2025-10-13 18:34:37 | INFO     | log.logger | ⏱️  move_player executed in 0.94ms
2025-10-13 18:34:37 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:34:38 | INFO     | log.logger | 🎮 Player action: moved from Position(2, 4) to Position(3, 4)
2025-10-13 18:34:38 | INFO     | log.logger | ⏱️  move_player executed in 1.34ms
2025-10-13 18:34:38 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:34:38 | INFO     | log.logger | 🎮 Player action: moved from Position(3, 4) to Position(3, 5)
2025-10-13 18:34:38 | INFO     | log.logger | ⏱️  move_player executed in 0.60ms
2025-10-13 18:34:38 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:34:39 | INFO     | log.logger | ⏱️  move_player executed in 0.43ms
2025-10-13 18:34:39 | WARNING  | __main__ | Player could not move down
2025-10-13 18:34:39 | INFO     | log.logger | ⏱️  move_player executed in 0.26ms
2025-10-13 18:34:39 | WARNING  | __main__ | Player could not move down
2025-10-13 18:34:39 | INFO     | log.logger | ⏱️  move_player executed in 0.34ms
2025-10-13 18:34:39 | WARNING  | __main__ | Player could not move down
2025-10-13 18:34:39 | INFO     | log.logger | ⏱️  move_player executed in 0.42ms
2025-10-13 18:34:39 | WARNING  | __main__ | Player could not move down
2025-10-13 18:34:39 | INFO     | log.logger | ⏱️  move_player executed in 0.42ms
2025-10-13 18:34:39 | WARNING  | __main__ | Player could not move down
2025-10-13 18:34:39 | INFO     | log.logger | ⏱️  move_player executed in 0.30ms
2025-10-13 18:34:39 | WARNING  | __main__ | Player could not move down
2025-10-13 18:34:50 | INFO     | log.logger | 🎮 Player action: moved from Position(3, 5) to Position(4, 5)
2025-10-13 18:34:50 | INFO     | log.logger | ⏱️  move_player executed in 0.93ms
2025-10-13 18:34:50 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:34:51 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 5) to Position(4, 6)
2025-10-13 18:34:51 | INFO     | log.logger | ⏱️  move_player executed in 0.92ms
2025-10-13 18:34:51 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:34:51 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 6) to Position(4, 7)
2025-10-13 18:34:51 | INFO     | log.logger | ⏱️  move_player executed in 0.95ms
2025-10-13 18:34:51 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:34:52 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 7) to Position(4, 8)
2025-10-13 18:34:52 | INFO     | log.logger | ⏱️  move_player executed in 0.71ms
2025-10-13 18:34:52 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:34:52 | INFO     | log.logger | 🎮 Player action: moved from Position(4, 8) to Position(5, 8)
2025-10-13 18:34:52 | INFO     | log.logger | ⏱️  move_player executed in 0.95ms
2025-10-13 18:34:52 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:34:52 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 8) to Position(6, 8)
2025-10-13 18:34:52 | INFO     | log.logger | ⏱️  move_player executed in 0.94ms
2025-10-13 18:34:52 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:34:53 | INFO     | log.logger | 🎮 Player action: moved from Position(6, 8) to Position(7, 8)
2025-10-13 18:34:53 | INFO     | log.logger | ⏱️  move_player executed in 0.87ms
2025-10-13 18:34:53 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:34:53 | INFO     | log.logger | 🎮 Player action: moved from Position(7, 8) to Position(8, 8)
2025-10-13 18:34:53 | INFO     | log.logger | ⏱️  move_player executed in 0.72ms
2025-10-13 18:34:53 | INFO     | __main__ | Player moved right successfully
2025-10-13 18:34:54 | INFO     | log.logger | 🎮 Player action: moved from Position(8, 8) to Position(8, 7)
2025-10-13 18:34:54 | INFO     | log.logger | ⏱️  move_player executed in 0.84ms
2025-10-13 18:34:54 | INFO     | __main__ | Player moved up successfully
2025-10-13 18:34:54 | INFO     | log.logger | 🚀 Calling push_box()
2025-10-13 18:34:54 | INFO     | log.logger | 🎮 Player action: pushed box (total pushes: 1)
2025-10-13 18:34:54 | INFO     | log.logger | ✅ push_box completed successfully
2025-10-13 18:34:54 | INFO     | log.logger | 🎮 Player action: moved from Position(8, 7) to Position(7, 7)
2025-10-13 18:34:54 | INFO     | log.logger | ⏱️  move_player executed in 2.97ms
2025-10-13 18:34:54 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:34:55 | INFO     | log.logger | 🚀 Calling push_box()
2025-10-13 18:34:55 | INFO     | log.logger | 🎮 Player action: pushed box (total pushes: 2)
2025-10-13 18:34:55 | INFO     | log.logger | ✅ push_box completed successfully
2025-10-13 18:34:55 | INFO     | log.logger | 🎮 Player action: moved from Position(7, 7) to Position(6, 7)
2025-10-13 18:34:55 | INFO     | log.logger | ⏱️  move_player executed in 3.06ms
2025-10-13 18:34:55 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:34:55 | INFO     | log.logger | 🎮 Player action: moved from Position(6, 7) to Position(6, 8)
2025-10-13 18:34:55 | INFO     | log.logger | ⏱️  move_player executed in 0.71ms
2025-10-13 18:34:55 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:34:56 | INFO     | log.logger | 🎮 Player action: moved from Position(6, 8) to Position(6, 9)
2025-10-13 18:34:56 | INFO     | log.logger | ⏱️  move_player executed in 0.49ms
2025-10-13 18:34:56 | INFO     | __main__ | Player moved down successfully
2025-10-13 18:34:56 | INFO     | log.logger | 🎮 Player action: moved from Position(6, 9) to Position(5, 9)
2025-10-13 18:34:56 | INFO     | log.logger | ⏱️  move_player executed in 0.42ms
2025-10-13 18:34:56 | INFO     | __main__ | Player moved left successfully
2025-10-13 18:34:57 | INFO     | log.logger | 🎮 Player action: moved from Position(5, 9) to Position(4, 9)
